一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量,基期销售额,基期价格,3月1日销售量,a3月1日销售额,平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,二级基期价格,一级基期价格,三级真实权重,二级真实权重,一级真实权重
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,314,43033.4,137.05,38.07%,0.11%,,,,,,,,0.110165%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,2280,647500,283.99,73.15%,1.23%,,,,,,,,1.231848%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,1025,523190,510.43,97.55%,24.56%,,,,,,,,24.596895%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,3557,539939.2,151.8,35.05%,3.23%,,,,,,,,3.234852%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,13684,1164465.71,85.1,86.83%,1.36%,,,,,,,,1.362043%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,9007,873499,96.98,39.24%,14.98%,,,,,,,,15.002504%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,676,614800,909.47,777.83%,2.63%,,,,,,,,2.633951%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,74,29700,401.35,63.91%,0.20%,,,,,,,,0.200300%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,3802,1946120,511.87,99.71%,27.25%,,,,,,,,27.290936%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,10376.8,706212,68.06,223.23%,87.54%,223.23%,13.11%,,,,32.13658256,,100.000000%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,661,153495,232.22,74.81%,62.73%,83.08%,86.55%,88.31%,3.96%,,169.6567639,166.8469967,84.530387%,86.645310%,3.96%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,2.5,1500,600,128.23%,11.48%,,,,,,,,15.469613%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,366,67136.8,183.43,122.29%,100.00%,122.29%,13.34%,,,,150,,100.000000%,13.354690%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,260.02%,100.00%,260.02%,2.45%,,167.8847889,167.8847889,0.000000%,100.000000%,2.45%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,730,86420,118.38,260.02%,6.26%,,,,,,,,100.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,30,4650,155,103.33%,46.53%,121.02%,99.87%,121.02%,1.52%,,137,471.19476,46.530000%,99.870000%,1.52%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,11,1748,158.91,99.32%,5.84%,,,,,,,,5.840000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,55.25,6450,116.74,106.13%,32.12%,,,,,,,,32.120000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,18,6520,362.22,213.07%,15.51%,,,,,,,,15.510000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,9,1490,165.56,122.59%,100.00%,122.59%,0.13%,,,,135.05,,100.000000%,0.130000%,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,7,5050,721.43,200.40%,100.00%,200.40%,62.81%,200.40%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,37,75985,2053.65,360.29%,100.00%,360.29%,100.00%,360.29%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,506,65932,130.3,75.15%,100.00%,75.15%,100.00%,75.15%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.26%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,4月13日销售量（kg）,4月13日销售额(元),4月13日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,105.87%,86.89%,120.86%,91.79%,122.16%,344.7141503,151.5328871,0.000000%,86.890000%,91.79%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,156,40946,262.47,69.07%,0.10%,,,,,,,,0.110181%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,260,74080,284.92,95.07%,0.63%,,,,,,,,0.694138%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,150,60000,400,96.30%,0.65%,,,,,,,,0.716175%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,1754.5,180440,102.84,37.14%,3.12%,,,,,,,,3.437638%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,73.5,65150,886.39,73.87%,0.51%,,,,,,,,0.561922%,,
,,,,,,卷曲形茶,547467900,4.74%,2013578,547467900,271.89,791,159202,201.27,74.03%,4.74%,,,,,,,,5.222565%,,
,,,,,,六安瓜片,338000000,2.93%,1320000,338000000,256.06,810,460800,568.89,222.17%,2.93%,,,,,,,,3.228294%,,
,,,,,,马边绿茶,2171400,0.02%,7755,2171400,280,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,茅山青锋,98560000,0.85%,308000,98560000,320,162.5,63710,392.06,122.52%,0.85%,,,,,,,,0.936536%,,
,,,,,,湄潭翠芽,111199000,0.96%,121000,111199000,919,190,65800,346.32,37.68%,0.96%,,,,,,,,1.057735%,,
,,,,,,湄潭毛峰,82620000,0.72%,340000,82620000,243,10,1300,130,53.50%,0.72%,,,,,,,,0.793301%,,
,,,,,,蒙顶甘露,7059000,0.06%,13575,7059000,520,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,282,40497.7,143.61,39.89%,0.11%,,,,,,,,0.121199%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,2200,607600,276.18,71.14%,1.23%,,,,,,,,1.355223%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,962,487694,506.96,96.88%,24.56%,,,,,,,,27.060379%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,5077,730332.38,143.85,33.21%,3.23%,,,,,,,,3.558836%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,19199,1767037.15,92.04,93.92%,1.36%,,,,,,,,1.498457%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,7961,765255,96.13,38.89%,14.98%,,,,,,,,16.505068%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,680,645500,949.26,811.87%,2.63%,,,,,,,,2.897752%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,67,30340,452.84,72.11%,0.20%,,,,,,,,0.220361%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,3899,1987190,509.67,99.28%,27.25%,,,,,,,,30.024240%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,12973,871108,67.15,220.25%,87.54%,220.25%,13.11%,,,,32.13658256,,100.000000%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,796,174492,219.21,70.62%,62.73%,79.53%,86.55%,80.99%,3.96%,,169.6567639,166.8469967,84.530387%,86.645310%,3.96%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,3,1800,600,128.23%,11.48%,,,,,,,,15.469613%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,302,40969.5,135.66,90.44%,100.00%,90.44%,13.34%,,,,150,,100.000000%,13.354690%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,228.27%,100.00%,228.27%,2.45%,,167.8847889,167.8847889,0.000000%,100.000000%,2.45%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,1160,120560,103.93,228.27%,6.26%,,,,,,,,100.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,28,5288,188.86,125.90%,46.53%,145.22%,99.87%,145.18%,1.52%,,137,471.19476,46.530000%,99.870000%,1.52%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,19,3170,166.84,104.28%,5.84%,,,,,,,,5.840000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,16,2910,181.88,165.34%,32.12%,,,,,,,,32.120000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,11,3308,300.73,176.90%,15.51%,,,,,,,,15.510000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,6,926,154.33,114.28%,100.00%,114.28%,0.13%,,,,135.05,,100.000000%,0.130000%,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,8,5942,742.75,206.32%,100.00%,206.32%,62.81%,206.32%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,34,22889,673.21,118.11%,100.00%,118.11%,100.00%,118.11%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,392,48903,124.75,71.95%,100.00%,71.95%,100.00%,71.95%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.26%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,4月14日销售量（kg）,4月14日销售额(元),4月14日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,100.22%,86.89%,115.29%,91.79%,114.07%,344.7141503,151.5328871,0.000000%,86.890000%,94.10%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,2100,210000,100,33.33%,9.09%,,,,,,,,9.163306%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,201,27533,136.98,36.05%,0.10%,,,,,,,,0.100806%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,100,30000,300,100.10%,0.63%,,,,,,,,0.635081%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,652,46880,71.9,25.96%,3.12%,,,,,,,,3.145161%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,94,79950,850.53,70.88%,0.51%,,,,,,,,0.514113%,,
,,,,,,卷曲形茶,547467900,4.74%,2013578,547467900,271.89,589,120237.2,204.14,75.08%,4.74%,,,,,,,,4.778226%,,
,,,,,,六安瓜片,338000000,2.93%,1320000,338000000,256.06,730,416200,570.14,222.66%,2.93%,,,,,,,,2.953629%,,
,,,,,,马边绿茶,2171400,0.02%,7755,2171400,280,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,茅山青锋,98560000,0.85%,308000,98560000,320,192.5,71540,371.64,116.14%,0.85%,,,,,,,,0.856855%,,
,,,,,,湄潭翠芽,111199000,0.96%,121000,111199000,919,5,3000,600,65.29%,0.96%,,,,,,,,0.967742%,,
,,,,,,湄潭毛峰,82620000,0.72%,340000,82620000,243,2.5,400,160,65.84%,0.72%,,,,,,,,0.725806%,,
,,,,,,蒙顶甘露,7059000,0.06%,13575,7059000,520,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,307,41854.7,136.33,37.87%,0.11%,,,,,,,,0.110887%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,1910,498700,261.1,67.25%,1.23%,,,,,,,,1.239919%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,852,431192,506.09,96.72%,24.56%,,,,,,,,24.758065%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,5069,509654.6,100.54,23.21%,3.23%,,,,,,,,3.256048%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,11519,1015055.5,88.12,89.92%,1.36%,,,,,,,,1.370968%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,1728,200488,116.02,46.95%,14.98%,,,,,,,,15.100806%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,810,802400,990.62,847.24%,2.63%,,,,,,,,2.651210%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,74.7,35482,474.99,75.64%,0.20%,,,,,,,,0.201613%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,3953,1958590,495.47,96.52%,27.25%,,,,,,,,27.469758%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,16503,1082980,65.62,215.25%,87.54%,215.25%,13.11%,,,,32.13658256,,100.000000%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,866,177086,204.49,65.88%,62.73%,65.88%,86.55%,78.39%,3.96%,,169.6567639,166.8469967,100.000000%,86.645310%,4.06%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,313,74902,239.3,159.54%,100.00%,159.54%,13.34%,,,,150,,100.000000%,13.354690%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,,0.00%,,0.00%,,167.8847889,167.8847889,0.000000%,0.000000%,0.00%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,,,,,0.00%,,,,,,,,0.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,39,7730,198.21,132.14%,46.53%,139.91%,99.87%,139.88%,1.52%,,137,471.19476,46.530000%,99.870000%,1.56%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,12,1890,157.5,98.44%,5.84%,,,,,,,,5.840000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,62.25,8020,128.84,117.12%,32.12%,,,,,,,,32.120000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,14,5380,384.29,226.05%,15.51%,,,,,,,,15.510000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,15,2380,158.67,117.49%,100.00%,117.49%,0.13%,,,,135.05,,100.000000%,0.130000%,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,6,4395,732.5,203.47%,100.00%,203.47%,62.81%,203.47%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,38,24338,640.47,112.36%,100.00%,112.36%,100.00%,112.36%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,359,45521.5,126.8,73.13%,100.00%,73.13%,100.00%,73.13%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.27%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,4月15日销售量（kg）,4月15日销售额(元),4月15日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,104.23%,86.89%,116.94%,91.79%,118.02%,344.7141503,151.5328871,0.000000%,86.890000%,91.79%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,12,2880,240,80.00%,9.09%,,,,,,,,9.163306%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,104,27110,260.67,68.60%,0.10%,,,,,,,,0.100806%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,551,125628,228,76.08%,0.63%,,,,,,,,0.635081%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,1300,109200,84,30.33%,3.12%,,,,,,,,3.145161%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,73,59260,811.78,67.65%,0.51%,,,,,,,,0.514113%,,
,,,,,,卷曲形茶,547467900,4.74%,2013578,547467900,271.89,419,83953,200.37,73.69%,4.74%,,,,,,,,4.778226%,,
,,,,,,六安瓜片,338000000,2.93%,1320000,338000000,256.06,840,447900,533.21,208.24%,2.93%,,,,,,,,2.953629%,,
,,,,,,马边绿茶,2171400,0.02%,7755,2171400,280,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,茅山青锋,98560000,0.85%,308000,98560000,320,167,58620,351.02,109.69%,0.85%,,,,,,,,0.856855%,,
,,,,,,湄潭翠芽,111199000,0.96%,121000,111199000,919,275,74900,272.36,29.64%,0.96%,,,,,,,,0.967742%,,
,,,,,,湄潭毛峰,82620000,0.72%,340000,82620000,243,201,20200,100.5,41.36%,0.72%,,,,,,,,0.725806%,,
,,,,,,蒙顶甘露,7059000,0.06%,13575,7059000,520,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,251,27750,110.56,30.71%,0.11%,,,,,,,,0.110887%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,1685,420500,249.55,64.28%,1.23%,,,,,,,,1.239919%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,557,287441,516.05,98.62%,24.56%,,,,,,,,24.758065%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,3700,439122.95,118.68,27.40%,3.23%,,,,,,,,3.256048%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,12546,769727.52,61.35,62.60%,1.36%,,,,,,,,1.370968%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,1369,163322,119.3,48.27%,14.98%,,,,,,,,15.100806%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,495,503800,1017.78,870.47%,2.63%,,,,,,,,2.651210%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,72.6,36332,500.44,79.69%,0.20%,,,,,,,,0.201613%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,3954,1943550,491.54,95.75%,27.25%,,,,,,,,27.469758%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,19493,1195821,61.35,201.22%,87.54%,201.22%,13.11%,,,,32.13658256,,100.000000%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,831,159647,192.11,61.89%,62.73%,61.89%,86.55%,68.42%,3.96%,,169.6567639,166.8469967,100.000000%,86.645310%,3.96%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,263,43697,166.15,110.77%,100.00%,110.77%,13.34%,,,,150,,100.000000%,13.354690%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,230.68%,100.00%,230.68%,2.45%,,167.8847889,167.8847889,0.000000%,100.000000%,2.45%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,1150,120780,105.03,230.68%,6.26%,,,,,,,,100.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,39,7220,185.13,123.42%,46.53%,138.10%,99.87%,138.08%,1.52%,,137,471.19476,46.530000%,99.870000%,1.52%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,23,3670,159.57,99.73%,5.84%,,,,,,,,5.840000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,19,2650,139.47,126.79%,32.12%,,,,,,,,32.120000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,20,7480,374,220.00%,15.51%,,,,,,,,15.510000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,6,989,164.83,122.06%,100.00%,122.06%,0.13%,,,,135.05,,100.000000%,0.130000%,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,5,3540,708,196.67%,100.00%,196.67%,62.81%,196.67%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,34,22345,657.21,115.30%,100.00%,115.30%,100.00%,115.30%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,406,50186,123.61,71.29%,100.00%,71.29%,100.00%,71.29%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.26%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,4月16日销售量（kg）,4月16日销售额(元),4月16日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
